,image,gt,pred_class_mc,pred_class_eval,soft_mc_prediction,soft_eval_prediction,std_avg_soft_mc_pred,pred_set_mc,pred_set_eval,covered_by_pred_set_mc,covered_by_pred_set_eval,pred_set_mc_length,pred_set_eval_length,correct_prediction_mc,extreme_misclassification_mc,misclassified_as_opposite_class_mc,pred_set_0,pred_set_1,pred_set_2,pred_set_3,pred_set_4,correct_prediction_eval,extreme_misclassification_eval,misclassified_as_opposite_class_eval,pred_set_5,pred_set_6,pred_set_7,pred_set_8,pred_set_9,cov_eval,cov_mc,pred_set_10,pred_set_11,pred_set_12,pred_set_13,pred_set_14,pred_set_15,pred_set_16,pred_set_17,pred_set_18,pred_set_19,pred_set_20,pred_set_21,pred_set_22,pred_set_23,pred_set_24,pred_set_25,pred_set_26,pred_set_27,pred_set_28,pred_set_29,pred_set_30,pred_set_31,pred_set_32,pred_set_33,pred_set_34,pred_set_35,pred_set_36,pred_set_37,pred_set_38,pred_set_39,pred_set_40,pred_set_41,pred_set_42,pred_set_43,pred_set_44,pred_set_45,pred_set_46,pred_set_47,pred_set_48,pred_set_49
10,I694766_C2.jpg,0,1,1,0.5396407157382783,0.9553650058805944,0.23545489847666612,"[True, True]","(False, True)",True,False,2,1,False,True,True,"(True, True)","(True, True)","(False, True)","(True, True)","(True, True)",False,True,True,"(False, True)","(False, True)","(False, True)","(True, True)","(True, True)",12.265233067934474,12.265233067934474,"(False, True)","(True, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(True, True)","(True, True)","(False, True)","(False, True)","(True, True)","(False, True)","(False, True)","(True, True)","(True, True)","(False, True)","(False, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(False, True)","(False, True)"
11,I774581_C2.jpg,0,0,0,0.5578189288887405,0.8389580100774765,0.273493994668373,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)",23.697344636827932,23.697344636827932,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)"
12,I683702_C1.jpg,0,0,0,0.9361817288533448,0.9999897666148172,0.23268005869365826,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, False)","(True, True)","(True, True)","(True, True)","(True, True)",True,False,False,"(True, False)","(True, False)","(True, True)","(True, True)","(True, True)",21.34833214893378,21.34833214893378,"(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)"
13,I388277_C1.jpg,0,0,0,0.9777454064914854,0.9999177154968492,1.2665976696243173e-05,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",0.0012665934031283242,0.0012665934031283242,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)"
14,I785386_C2.jpg,0,0,0,0.9997436020815396,0.9999881012718106,0.0001901599606475999,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",0.019014833695686326,0.019014833695686326,"(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)"
15,GYFZ-00001472.jpg,0,1,1,0.994844776252828,0.999994170136688,0.0037947980295403986,"[False, True]","(False, True)",False,False,1,1,False,True,True,"(False, True)","(False, True)","(True, True)","(False, True)","(False, True)",False,True,True,"(False, True)","(True, True)","(False, True)","(False, True)","(False, True)",0.18980818074496747,0.18980818074496747,"(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(True, True)","(False, True)","(False, True)","(False, True)","(True, True)","(False, True)","(False, True)","(False, True)"
16,I288425_C2.jpg,0,0,0,0.996486622229968,0.9999626413919032,0.002506053248863562,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",0.25049549107714764,0.25049549107714764,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)"
17,I698860_C1.jpg,0,0,0,0.9996890002890662,0.999950857978547,0.18505867243918855,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, False)","(True, False)","(True, True)","(True, False)","(True, True)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, False)",17.425953760104136,17.425953760104136,"(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)"
18,I193852_C2.jpg,0,0,0,0.9992805418689918,0.9999924377539172,3.726023142784918e-05,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",0.003725963022843609,0.003725963022843609,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)"
19,I722933_C2.jpg,0,0,0,0.3652511021897409,0.001147688133642,0.00034858175836316246,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, True)",True,False,False,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)",0.034855458832662514,0.034855458832662514,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)"
20,I626136_C1.jpg,0,0,0,0.2403979081032958,0.0006781468400731,0.1610969776085508,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, True)","(True, False)","(True, True)","(True, True)",True,False,False,"(True, False)","(True, False)","(True, True)","(True, True)","(True, True)",15.463545321797476,15.463545321797476,"(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)"
21,SBX1715_1.jpg,0,0,0,0.8776282639732196,0.9994445174816065,0.3370628226928813,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, True)","(True, True)","(True, True)","(True, False)","(True, False)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, False)","(True, True)",28.13212817630979,28.13212817630979,"(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)"
22,I149523_C1.jpg,0,1,1,0.9983372628816508,0.9999864711126064,0.25951485834628685,"[True, True]","(False, True)",True,False,2,1,False,True,True,"(False, True)","(False, True)","(True, True)","(False, True)","(True, True)",False,True,True,"(True, True)","(False, True)","(True, True)","(True, True)","(True, True)",13.73184938796629,13.73184938796629,"(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(False, True)","(True, True)","(True, True)","(False, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(False, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)","(False, True)","(False, True)","(True, True)","(True, True)"
23,SBX1731_1.jpg,0,1,1,0.9927881778627444,0.9998699942225358,0.24511834176232605,"[True, True]","(True, True)",True,True,2,2,False,True,True,"(True, True)","(True, True)","(True, True)","(True, True)","(False, True)",False,True,True,"(False, True)","(True, True)","(True, True)","(True, True)","(True, True)",13.085905033970485,13.085905033970485,"(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)","(True, True)","(False, True)","(False, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(False, True)"
24,I461581_C2.jpg,0,0,0,0.3302284600415828,0.0103583224117755,0.38261830320453455,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, False)","(True, True)","(True, True)","(True, True)","(True, True)",True,False,False,"(True, False)","(True, True)","(True, False)","(True, True)","(True, True)",30.43533688968651,30.43533688968651,"(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)"
25,I449589_C2.jpg,0,0,0,0.9509609234665914,0.9986823571380228,0.0028467097314436958,"[True, False]","(True, False)",True,True,1,1,True,False,False,"(True, False)","(True, True)","(True, False)","(True, False)","(True, False)",True,False,False,"(True, False)","(True, True)","(True, False)","(True, True)","(True, True)",0.2844550803020385,0.2844550803020385,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)"
26,I380657_C2.jpg,0,0,0,0.9782997837410948,0.9998103772086324,0.3292559424204609,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, True)","(True, False)","(True, False)","(True, True)","(True, True)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)",26.488517185911686,26.488517185911686,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)"
27,I682520_C2.jpg,0,0,0,0.9835864168184708,0.999449074617587,0.0927489142572214,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, False)","(True, False)","(True, False)","(True, True)","(True, False)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, False)","(True, True)",9.135465747997921,9.135465747997921,"(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)"
28,I853273_C1.jpg,0,0,1,0.7642818953553796,0.9963043886236846,0.34140529698017463,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)",False,True,True,"(True, True)","(True, True)","(True, True)","(True, True)","(True, False)",26.09532783696854,26.09532783696854,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)"
29,GYFZ-00000213.jpg,0,0,0,0.1723964387447905,0.0034064389765262,0.1731864165165971,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, True)","(True, False)","(True, True)","(True, True)","(True, False)",True,False,False,"(True, False)","(True, True)","(True, True)","(True, True)","(True, True)",16.48302142809484,16.48302142809484,"(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)"
30,I835685_C1.jpg,0,0,0,0.9316707698806204,0.9996991234074812,0.24661290060990285,"[True, True]","(True, False)",True,True,2,1,True,False,False,"(True, True)","(True, False)","(True, False)","(True, True)","(True, True)",True,False,False,"(True, True)","(True, True)","(True, True)","(True, True)","(True, True)",21.529912091724672,21.529912091724672,"(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, False)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, False)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)"
31,I710310_C1.jpg,0,0,0,0.5473248577288381,0.7012752592563629,0.3315286173046858,"[True, True]","(True, True)",True,True,2,2,True,False,False,"(True, False)","(True, True)","(True, True)","(True, True)","(True, True)",True,False,False,"(True, True)","(True, True)","(True, False)","(True, True)","(True, True)",27.171770419185826,27.171770419185826,"(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, False)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)","(True, True)"
